SL,HHNO,HOUSING_TYPE,HH_INCOME,BUSINESS_P_NO,EMPLOYED_P_NO,UNEMPLOYED_P_NO,CAR_OWN,MC_OWN
7807,2726,3,3,1,0,1,0,0
7809,2727,1,3,1,0,1,0,0
7811,2728,3,3,0,1,1,0,0
7813,2729,1,2,0,1,1,0,0
7815,2730,3,2,1,0,1,0,0
7817,2731,3,2,0,1,2,0,0
7820,2732,1,2,0,1,2,0,0
7823,2733,1,2,0,2,0,0,0
7825,2734,3,2,1,0,1,0,0
7827,2735,1,1,1,1,2,0,0
7831,2736,3,4,1,0,1,0,1
7833,2737,2,2,0,2,0,0,0
7835,2738,3,3,0,2,0,0,0
7837,2739,3,2,0,1,2,0,0
7840,2740,1,2,0,1,1,0,0
7842,2741,3,3,0,1,1,0,0
7844,2742,2,2,1,0,1,0,0
7846,2743,3,3,0,1,3,0,1
7850,2744,3,3,0,1,1,0,0
7852,2745,3,2,0,1,1,0,0
7854,2746,3,4,1,0,1,1,0
7856,2747,3,1,1,1,2,0,0
7860,2748,3,3,0,1,1,0,0
7862,2749,2,2,0,1,2,0,0
7865,2750,1,1,2,0,1,0,1
7868,2751,2,2,1,0,2,0,0
7871,2752,3,2,1,0,1,0,0
7873,2753,3,2,1,0,2,0,0
7876,2754,3,2,0,1,1,0,0
7878,2755,1,2,1,0,3,0,0
7882,2756,1,2,1,0,1,0,0
7884,2757,2,2,0,1,1,0,0
7886,2758,3,2,0,1,2,0,0
7889,2759,1,2,1,0,1,0,0
7891,2760,3,2,0,1,1,0,0
7893,2761,3,2,0,1,1,0,0
7895,2762,3,2,0,1,0,0,0
7896,2763,1,2,0,1,1,0,0
7898,2764,3,2,0,0,2,0,0
7900,2765,2,2,0,1,0,0,0
7901,2766,1,2,0,0,2,0,0
7903,2767,2,2,0,2,0,0,0
7905,2768,2,2,0,1,1,0,0
7907,2769,1,2,0,1,1,0,0
7909,2770,2,2,0,2,0,0,0
7911,2771,2,2,1,0,1,0,0
7913,2772,1,2,1,0,2,0,0
7916,2773,2,2,1,0,1,0,0
7918,2774,1,2,1,0,2,0,0
7921,2775,3,2,1,0,1,0,0
7923,2776,3,3,1,0,3,0,0
7927,2777,3,2,1,0,2,0,0
7930,2778,1,2,1,1,0,0,1
7932,2779,2,2,1,0,1,0,0
7934,2780,3,2,0,2,0,0,0
7936,2781,3,2,0,1,1,0,0
7938,2782,3,2,0,1,1,0,0
7940,2783,3,2,0,2,0,0,0
7942,2784,2,2,0,1,1,0,0
7944,2785,3,2,0,1,1,0,0
7946,2786,2,2,1,0,1,0,0
7948,2787,3,2,0,2,0,0,0
7950,2788,3,2,0,2,0,0,0
7952,2789,3,2,0,1,1,0,0
7954,2790,3,2,0,1,1,0,0
7956,2791,3,3,0,1,1,0,0
7958,2792,3,3,0,1,1,0,0
7960,2793,3,2,0,1,1,0,0
7962,2794,3,2,0,1,1,0,0
7964,2795,3,3,0,0,3,1,0
7967,2796,3,2,0,2,0,0,0
7969,2797,3,2,0,2,0,0,0
7971,2798,3,2,0,1,1,0,0
7973,2799,3,3,2,0,1,1,0
7976,2800,3,2,0,1,1,0,0
7978,2801,3,2,0,1,1,0,1
7980,2802,3,2,1,0,1,0,0
7982,2803,1,1,0,0,3,0,0
7985,2804,3,2,0,1,1,0,0
7987,2805,3,1,0,1,1,0,0
7989,2806,3,1,0,1,1,0,0
7991,2807,3,3,0,1,2,0,0
7994,2808,3,2,0,1,1,0,0
7996,2809,2,2,0,1,1,0,0
7998,2810,2,2,0,1,2,0,0
8001,2811,2,3,0,1,2,0,0
8004,2812,2,2,0,1,1,0,0
8006,2813,3,3,1,0,3,0,0
8010,2814,3,1,0,1,5,0,0
8016,2815,3,4,0,1,2,1,0
8019,2816,1,1,0,2,0,0,0
8021,2817,3,2,0,1,2,0,0
8024,2818,3,2,1,0,2,0,0
8027,2819,2,2,1,0,1,0,0
8029,2820,1,2,0,1,1,0,0
8031,2821,2,2,0,1,1,0,0
8033,2822,3,2,0,1,2,0,0
8036,2823,3,1,1,0,2,0,0
8039,2824,1,1,0,1,2,0,0
8042,2825,1,1,1,0,2,0,0
8045,2826,3,2,0,1,2,0,0
8048,2827,1,2,0,1,1,0,0
8050,2828,2,2,0,1,1,0,0
8052,2829,3,2,0,1,1,0,0
8054,2830,3,2,0,1,2,0,0
8057,2831,3,3,0,1,1,0,1
8059,2832,2,2,0,1,1,0,0
8061,2833,3,1,0,1,2,0,0
8064,2834,2,2,0,1,1,0,0
8066,2835,2,1,0,1,1,0,0
8068,2836,2,1,1,0,2,0,0
8071,2837,2,2,1,0,2,0,0
8074,2838,2,2,0,1,2,0,0
8077,2839,2,1,0,1,1,0,0
8079,2840,3,2,0,1,3,0,0
8083,2841,1,2,0,1,1,0,0
8085,2842,3,2,0,0,2,0,0
8087,2843,2,1,1,0,1,0,0
8089,2844,1,1,0,1,3,0,0
8093,2845,1,1,0,1,1,0,0
8095,2846,2,1,0,1,2,0,0
8098,2847,2,2,0,1,1,0,0
8100,2848,1,1,1,0,1,0,0
8102,2849,3,2,0,1,1,0,0
8104,2850,1,1,1,0,1,0,0
8106,2851,3,2,0,1,1,0,0
8108,2852,2,2,0,1,1,0,0
8110,2853,3,2,1,1,2,0,0
8114,2854,2,3,1,0,1,0,0
8116,2855,3,2,1,0,2,0,0
8119,2856,1,2,0,1,1,0,0
8121,2857,2,2,0,1,1,0,0
8123,2858,3,2,1,0,2,0,0
8126,2859,3,2,1,0,3,0,0
8130,2860,2,1,1,0,2,0,0
8133,2861,3,2,0,1,2,0,0
8136,2862,3,2,0,1,3,0,0
8140,2863,3,1,0,1,1,0,0
8142,2864,2,1,1,0,1,0,0
8144,2865,1,1,0,1,1,0,0
8146,2866,1,1,0,1,1,0,0
8148,2867,3,1,0,1,1,0,0
8150,2868,3,1,0,1,1,0,0
8152,2869,2,1,0,1,2,0,0
8155,2870,3,1,0,1,1,0,0
8157,2871,3,2,0,1,2,0,0
8160,2872,1,1,1,1,0,0,0
8162,2873,2,2,0,1,1,0,0
8164,2874,3,2,0,2,0,0,0
8166,2875,2,1,0,1,1,0,1
8168,2876,1,1,1,0,1,0,0
8170,2877,3,2,1,0,1,0,0
8172,2878,3,2,0,1,1,0,0
8174,2879,3,2,1,0,1,0,0
8176,2880,1,1,1,0,1,0,0
8178,2881,2,2,0,2,0,0,0
8180,2882,2,2,1,0,1,0,0
8182,2883,2,2,1,1,0,0,0
8184,2884,1,1,1,0,1,0,0
8186,2885,2,2,0,1,1,0,0
8188,2886,3,2,1,0,1,0,0
8190,2887,2,2,0,1,3,0,0
8194,2888,1,1,0,1,1,0,0
8196,2889,2,2,0,1,1,0,0
8198,2890,1,1,1,0,2,0,0
8201,2891,1,1,1,0,3,0,0
8205,2892,1,1,1,0,2,0,0
8208,2893,1,1,1,0,2,0,0
8211,2894,3,3,1,0,3,0,0
8215,2895,3,3,1,0,2,0,0
8218,2896,1,3,1,0,2,0,0
8221,2897,3,3,1,0,2,0,0
8224,2898,3,4,0,1,3,0,1
8228,2899,3,3,0,1,1,0,0
8230,2900,3,4,1,0,2,0,0
8233,2901,3,3,0,1,1,0,0
8235,2902,1,2,0,1,3,0,0
8239,2903,1,3,1,0,2,0,0
8242,2904,3,3,0,1,1,0,1
8244,2905,3,4,1,0,2,0,0
8247,2906,3,3,1,0,4,0,0
8252,2907,3,3,0,0,2,0,0
8254,2908,3,3,0,0,3,0,0
8257,2909,3,1,1,0,2,0,0
8260,2910,3,3,0,1,1,0,0
8262,2911,3,3,0,1,2,0,0
8265,2912,3,3,0,1,1,0,0
8267,2913,3,3,0,1,2,0,0
8270,2914,3,3,0,1,1,0,0
8272,2915,3,3,1,0,1,0,0
8274,2916,3,3,0,1,1,0,0
8276,2917,3,3,0,1,2,0,0
8279,2918,3,3,0,1,1,0,0
8281,2919,3,2,0,1,0,0,0
8282,2920,3,3,0,1,3,0,1
8286,2921,3,2,0,1,1,0,0
8288,2922,3,2,0,0,1,0,0
8289,2923,3,2,0,1,2,0,0
8292,2924,3,3,0,1,2,0,0
8295,2925,3,2,0,1,1,0,0
8297,2926,3,2,0,1,2,0,0
8300,2927,3,2,0,1,1,0,0
8302,2928,3,3,0,1,1,0,0
8304,2929,2,2,0,1,2,0,0
8307,2930,2,2,0,1,1,0,0
8309,2931,2,3,0,1,2,0,0
8312,2932,3,3,0,1,1,0,0
8314,2933,1,2,0,1,1,0,0
8316,2934,2,2,0,1,1,0,0
8318,2935,3,3,0,0,3,0,0
8321,2936,3,4,1,0,3,0,0
8325,2937,3,3,0,1,1,0,0
8327,2938,3,3,0,0,2,0,0
8329,2939,3,2,0,1,1,0,0
8331,2940,2,2,1,0,1,0,0
8333,2941,3,2,0,1,2,0,0
8336,2942,1,1,0,1,1,0,0
8338,2943,2,2,0,1,2,0,0
8341,2944,3,1,0,1,3,0,0
8345,2945,3,2,0,1,2,0,1
8348,2946,3,3,0,1,2,0,1
8351,2947,3,3,0,1,3,0,0
8355,2948,3,3,0,1,2,0,0
8358,2949,3,3,1,0,2,0,0
8361,2950,3,2,0,1,2,0,0
8364,2951,3,3,1,0,1,0,0
8366,2952,3,3,0,1,2,0,1
8369,2953,3,2,0,1,1,0,0
8371,2954,3,2,1,0,2,0,1
8374,2955,2,2,0,1,2,0,0
8377,2956,3,2,1,0,2,0,1
8380,2957,3,3,0,1,2,0,0
8383,2958,3,2,0,1,1,0,0
8385,2959,3,2,0,1,2,0,0
8388,2960,3,2,0,1,1,0,0
8390,2961,3,2,0,1,1,0,0
8392,2962,2,3,0,1,1,0,0
8394,2963,3,2,0,1,1,0,0
8396,2964,2,3,1,0,2,0,0
8399,2965,1,2,0,1,1,0,0
8401,2966,3,2,0,1,1,0,0
8403,2967,2,3,0,1,2,0,0
8406,2968,2,2,1,0,1,0,0
8408,2969,1,2,0,1,2,0,0
8411,2970,1,2,0,1,1,0,0
8413,2971,1,2,0,1,1,0,0
8415,2972,3,2,0,1,1,0,0
8417,2973,3,2,1,0,2,0,0
8420,2974,3,2,0,1,3,0,0
8424,2975,3,3,1,0,1,0,0
8426,2976,1,2,0,1,1,0,0
8428,2977,3,3,1,0,2,0,0
8431,2978,3,3,1,0,1,0,0
8433,2979,3,3,0,1,2,0,0
8436,2980,2,2,1,0,1,0,0
8438,2981,2,2,0,1,1,0,0
8440,2982,3,2,1,0,2,0,0
8443,2983,2,2,1,0,1,0,0
8445,2984,3,2,0,1,1,0,0
8447,2985,3,2,1,0,1,0,0
8449,2986,3,3,1,0,1,0,0
8451,2987,1,2,1,0,1,0,0
8453,2988,3,2,1,0,2,0,0
8456,2989,3,3,1,0,2,0,0
8459,2990,3,3,0,1,2,0,0
8462,2991,1,1,0,1,2,0,0
8465,2992,3,2,1,0,1,0,1
8467,2993,3,3,1,0,2,0,0
8470,2994,3,2,1,0,2,0,0
8473,2995,3,3,1,0,2,0,0
8476,2996,3,2,1,0,1,0,0
8478,2997,3,3,1,0,1,0,0
8480,2998,3,4,0,1,2,0,0
8483,2999,3,2,0,1,2,0,0
8486,3000,3,3,1,0,1,0,1
8488,3001,3,3,0,2,0,0,0
8490,3002,3,3,0,1,2,0,0
8493,3003,3,4,1,0,2,0,0
8496,3004,2,2,0,1,3,0,0
8500,3005,2,2,0,1,2,0,0
8503,3006,3,2,0,1,1,0,0
8505,3007,3,3,0,1,1,0,0
8507,3008,2,1,0,1,2,0,0
8510,3009,3,2,0,1,3,0,0
8514,3010,3,2,1,0,2,0,0
8517,3011,3,2,0,1,2,0,0
8520,3012,2,2,0,1,2,0,0
8523,3013,3,3,0,1,3,0,0
8527,3014,3,2,0,1,3,0,0
8531,3015,3,1,0,1,2,0,0
8534,3016,2,2,2,0,2,0,0
8538,3017,3,2,1,0,2,0,0
8541,3018,2,1,1,0,2,0,0
8544,3019,2,1,0,1,1,0,0
8546,3020,2,1,0,1,1,0,0
8548,3021,2,2,0,1,2,0,0
8551,3022,3,2,0,1,2,0,0
8554,3023,2,2,1,0,2,0,0
8557,3024,2,2,0,2,2,0,0
8561,3025,2,1,1,1,1,0,0
8564,3026,2,1,1,0,1,0,0
8566,3027,3,2,0,1,2,0,0
8569,3028,2,1,1,0,1,0,0
8571,3029,2,2,1,0,1,0,0
8573,3030,3,2,0,1,2,0,0
8576,3031,3,1,1,0,1,0,0
8578,3032,2,2,1,0,4,0,0
8583,3033,2,1,1,0,2,0,0
8586,3034,3,1,1,0,2,0,0
8589,3035,2,1,1,0,3,0,0
8593,3036,3,2,1,0,3,0,0
8597,3037,2,1,0,1,2,0,0
8600,3038,3,2,0,1,2,0,0
8603,3039,2,1,0,1,2,0,0
8606,3040,3,3,1,0,1,0,0
8608,3041,1,2,0,1,1,0,0
8610,3042,2,2,0,1,1,0,0
8612,3043,2,2,1,0,1,0,0
8614,3044,2,3,0,1,2,0,1
8617,3045,3,2,1,1,0,0,0
8619,3046,1,2,0,2,0,0,0
8621,3047,2,2,0,1,1,0,0
8623,3048,3,2,0,2,0,0,1
8625,3049,3,3,0,1,2,0,0
8628,3050,3,2,1,0,1,0,0
8630,3051,3,2,0,1,1,0,0
8632,3052,2,2,0,1,2,0,0
8635,3053,1,1,1,0,1,0,0
8637,3054,1,1,0,1,1,0,0
8639,3055,1,2,0,1,2,0,0
8642,3056,2,2,0,1,1,0,0
8644,3057,2,2,0,1,1,0,0
8646,3058,2,2,1,0,1,0,0
8648,3059,2,3,0,1,2,0,0
8651,3060,3,3,0,1,1,0,0
8653,3061,3,3,1,0,1,0,0
8655,3062,3,3,0,1,1,0,0
8657,3063,3,3,0,1,1,0,0
8659,3064,3,3,1,0,2,0,0
8662,3065,2,3,1,1,0,0,0
8664,3066,2,2,0,1,1,0,0
8666,3067,3,3,1,0,1,0,0
8668,3068,2,3,0,2,0,0,0
8670,3069,2,2,0,1,1,0,0
8672,3070,2,2,1,0,1,0,0
8674,3071,2,3,0,0,2,0,0
8676,3072,3,2,0,1,2,0,0
8679,3073,3,1,0,0,2,0,0
8681,3074,3,1,0,1,1,0,0
8683,3075,1,1,0,1,2,0,0
8686,3076,3,2,0,1,2,0,0
8689,3077,3,1,0,2,0,0,0
8691,3078,3,1,0,1,2,0,0
8694,3079,1,1,0,1,1,0,0
8696,3080,3,2,0,1,1,0,0
8698,3081,3,2,1,0,1,0,0
8700,3082,1,1,0,1,1,0,0
8702,3083,3,2,0,1,1,0,0
8704,3084,2,1,1,0,1,0,0
8706,3085,3,1,1,0,2,0,0
8709,3086,2,1,1,0,1,0,0
8711,3087,2,1,0,1,2,0,0
8714,3088,3,1,1,0,2,0,0
8717,3089,3,2,1,0,1,0,0
8719,3090,1,1,0,1,2,0,0
8722,3091,3,1,1,0,1,0,0
8724,3092,2,3,0,1,3,0,0
8728,3093,1,1,1,0,1,0,0
8730,3094,1,1,1,0,2,0,0
8733,3095,3,1,1,1,2,0,0
8737,3096,2,2,1,0,2,0,1
8740,3097,1,1,1,0,2,0,0
8743,3098,2,2,1,0,2,0,0
8746,3099,2,2,0,1,1,0,0
8748,3100,3,3,1,0,2,0,0
8751,3101,1,2,0,1,1,0,0
8753,3102,2,2,0,1,1,0,0
8755,3103,3,2,0,1,1,0,0
8757,3104,2,2,0,1,2,0,0
8760,3105,2,2,0,1,1,0,0
8762,3106,2,3,0,1,2,0,0
8765,3107,3,2,0,1,2,0,1
8768,3108,3,2,1,0,2,0,1
8771,3109,2,3,0,1,2,0,0
8774,3110,3,2,1,0,2,0,0
8777,3111,1,2,0,1,2,0,0
8780,3112,2,2,1,0,1,0,0
8782,3113,2,2,0,1,2,0,0
8785,3114,2,2,1,0,1,0,0
8787,3115,2,2,0,1,2,0,0
8790,3116,3,2,0,1,1,0,0
8792,3117,2,2,0,1,1,0,0
8794,3118,3,2,0,1,1,0,0
8796,3119,3,2,0,1,1,0,0
8798,3120,3,2,0,1,1,0,0
8800,3121,2,2,0,1,1,0,0
8802,3122,3,2,0,1,2,0,0
8805,3123,2,2,0,1,1,0,0
8807,3124,1,2,0,1,2,0,0
8810,3125,3,2,0,1,2,0,0
8813,3126,2,2,0,1,1,0,0
8815,3127,3,2,0,1,2,0,0
8818,3128,2,3,0,1,1,0,0
8820,3129,2,2,0,1,1,0,0
8822,3130,3,2,0,1,1,0,0
8824,3131,2,2,1,0,2,0,0
8827,3132,3,2,0,1,2,0,0
8830,3133,2,2,0,1,2,0,0
8833,3134,3,2,0,1,1,0,0
8835,3135,2,2,1,0,1,0,0
8837,3136,3,2,0,1,1,0,0
8839,3137,3,2,0,1,1,0,0
8841,3138,3,2,0,1,1,0,0
8843,3139,3,3,1,0,1,0,0
8845,3140,3,2,1,0,1,0,0
8847,3141,3,2,0,1,1,0,0
8849,3142,2,2,0,1,1,0,0
8851,3143,3,2,0,1,1,0,0
8853,3144,3,2,0,1,1,0,0
8855,3145,3,2,0,1,1,0,0
8857,3146,3,2,0,1,1,0,0
8859,3147,3,2,0,1,1,0,0
8861,3148,3,2,0,1,1,0,0
8863,3149,3,2,0,1,1,0,0
8865,3150,3,2,0,1,1,0,0
8867,3151,3,2,0,1,1,0,0
8869,3152,3,2,0,1,1,0,0
8871,3153,3,2,1,0,2,0,1
8874,3154,3,2,1,0,2,0,1
8877,3155,3,2,1,0,1,0,0
8879,3156,3,2,0,1,2,0,0
8882,3157,3,2,1,0,1,0,0
8884,3158,2,2,0,1,2,0,0
8887,3159,2,2,0,1,1,0,0
8889,3160,3,2,0,1,1,0,0
8891,3161,3,2,0,1,1,0,0
8893,3162,3,2,1,0,1,0,0
8895,3163,3,2,0,1,2,0,0
8898,3164,3,1,1,0,1,0,0
8900,3165,3,2,1,0,4,0,0
8905,3166,1,1,1,0,1,0,0
8907,3167,3,1,0,1,2,0,0
8910,3168,3,2,0,1,1,0,0
8912,3169,3,2,0,1,1,0,0
8914,3170,1,2,1,0,1,0,0
8916,3171,3,2,0,2,0,0,0
8918,3172,3,3,1,0,1,0,0
8920,3173,3,2,0,1,1,0,0
8922,3174,2,2,1,0,1,0,0
8924,3175,3,2,1,0,2,0,0
8927,3176,3,2,0,1,1,0,0
8929,3177,3,2,0,1,1,0,0
8931,3178,3,1,0,0,2,0,0
8933,3179,3,1,1,0,2,0,0
8936,3180,1,1,0,1,1,0,0
8938,3181,1,1,0,1,2,0,0
8941,3182,3,2,0,1,1,0,0
8943,3183,3,2,0,2,0,0,0
8945,3184,3,1,0,1,1,0,0
8947,3185,1,1,0,2,0,0,0
8949,3186,1,1,0,2,0,0,0
8951,3187,1,1,0,1,1,0,0
8953,3188,3,2,0,1,2,0,0
8956,3189,3,2,0,1,2,0,0
8959,3190,1,1,0,1,1,0,0
8961,3191,3,2,0,1,1,0,0
8963,3192,3,2,0,1,2,0,0
8966,3193,1,2,0,1,1,0,0
8968,3194,3,2,0,2,0,0,0
8970,3195,1,1,0,1,1,0,0
8972,3196,1,1,0,2,0,0,0
8974,3197,3,1,0,1,1,0,0
8976,3198,3,2,1,0,1,0,0
8978,3199,1,1,0,2,0,0,0
8980,3200,3,3,0,1,2,0,0
8983,3201,3,3,1,0,2,0,0
8986,3202,3,3,0,1,2,0,0
8989,3203,3,2,0,1,2,0,0
8992,3204,2,3,1,0,2,0,0
8995,3205,3,3,0,1,2,0,0
8998,3206,3,2,0,1,2,0,0
9001,3207,1,1,0,1,1,0,0
9003,3208,1,1,0,2,0,0,0
9005,3209,3,2,0,2,0,0,0
9007,3210,3,3,0,2,0,0,0
9009,3211,3,2,1,0,1,0,0
9011,3212,3,3,0,2,0,0,0
9013,3213,3,2,0,1,1,0,0
9015,3214,1,1,0,1,1,0,0
9017,3215,1,1,0,2,0,0,0
9019,3216,3,2,1,0,1,0,0
9021,3217,2,1,1,0,1,0,0
9023,3218,3,1,0,1,2,0,0
9026,3219,3,2,0,1,2,0,0
9029,3220,3,2,0,1,1,0,0
9031,3221,2,1,0,1,1,0,0
9033,3222,3,2,0,1,1,0,0
9035,3223,2,1,0,1,1,0,0
9037,3224,3,2,0,1,1,0,0
9039,3225,2,1,0,1,1,0,0
9041,3226,3,2,0,2,0,0,0
9043,3227,3,1,0,1,1,0,0
9045,3228,3,2,0,1,1,0,0
9047,3229,2,1,0,1,1,0,0
9049,3230,2,1,1,0,2,0,0
9052,3231,2,2,0,1,1,0,0
9054,3232,1,1,0,0,3,0,0
9057,3233,2,1,0,1,1,0,0
9059,3234,2,1,1,0,2,0,0
9062,3235,1,2,0,1,2,0,0
9065,3236,1,2,0,1,2,0,0
9068,3237,3,2,0,2,1,0,0
9071,3238,3,2,0,1,2,0,0
9074,3239,3,2,0,1,2,0,0
9077,3240,3,2,1,0,2,0,0
9080,3241,3,2,0,1,3,0,0
9084,3242,3,2,0,1,1,0,0
9086,3243,3,2,0,1,1,0,0
9088,3244,3,2,0,1,1,0,0
9090,3245,3,2,1,0,4,0,0
9095,3246,3,2,0,2,0,0,0
9097,3247,3,2,1,0,1,0,0
9099,3248,3,2,1,0,1,0,0
9101,3249,1,2,0,1,1,0,0
9103,3250,1,2,0,1,2,0,0
9106,3251,3,1,0,1,1,0,0
9108,3252,1,2,1,0,2,0,0
9111,3253,1,2,1,0,1,0,0
9113,3254,1,2,1,0,1,0,0
9115,3255,1,2,0,1,1,0,0
9117,3256,1,2,0,1,1,0,0
9119,3257,1,2,0,1,1,0,0
9121,3258,3,2,1,0,1,0,0
9123,3259,3,2,1,0,1,0,0
9125,3260,2,2,1,0,1,0,0
9127,3261,1,2,0,1,1,0,0
9129,3262,1,2,1,0,1,0,0
9131,3263,3,2,0,1,1,0,0
9133,3264,3,3,0,2,1,0,0
9136,3265,3,2,0,2,0,0,0
9138,3266,1,2,1,0,1,0,0
9140,3267,3,2,0,2,0,0,0
9142,3268,1,2,0,1,1,0,0
9144,3269,2,2,0,2,0,0,0
9146,3270,3,2,0,1,1,0,0
9148,3271,3,2,1,0,1,0,0
9150,3272,3,2,0,1,1,0,0
9152,3273,2,2,0,1,1,0,0
9154,3274,3,2,0,1,1,0,0
9156,3275,2,2,0,1,2,0,0
9159,3276,3,2,0,1,1,0,0
9161,3277,3,3,0,0,3,0,1
9164,3278,1,2,0,1,1,0,0
9166,3279,3,2,0,1,1,0,0
9168,3280,2,3,0,1,2,0,0
9171,3281,2,2,0,1,2,0,0
9174,3282,2,2,0,1,2,0,0
9177,3283,2,2,0,1,1,0,0
9179,3284,2,2,1,1,2,0,0
9183,3285,3,2,1,1,1,0,0
9186,3286,3,1,1,0,1,0,0
9188,3287,2,2,1,0,1,0,0
9190,3288,3,1,1,1,0,0,0
9192,3289,3,2,1,0,1,0,0
9194,3290,3,1,0,1,1,0,0
9196,3291,3,1,0,1,2,0,0
9199,3292,2,1,0,1,1,0,0
9201,3293,2,1,0,0,4,0,0
9205,3294,2,1,0,1,1,0,0
9207,3295,3,1,0,0,5,0,0
9212,3296,2,1,1,0,1,0,0
9214,3297,2,1,1,0,2,0,0
9217,3298,3,2,0,1,2,0,0
9220,3299,2,2,0,1,1,0,0
9222,3300,1,1,0,2,1,0,0
9225,3301,3,1,0,1,2,0,0
9228,3302,2,1,0,1,2,0,0
9231,3303,3,1,0,1,1,0,0
9233,3304,3,2,0,1,2,0,0
9236,3305,3,1,0,1,2,0,0
9239,3306,3,1,0,1,1,0,0
9241,3307,1,1,0,1,1,0,0
9243,3308,2,2,0,1,1,0,0
9245,3309,2,1,0,1,1,0,0
9247,3310,3,2,1,0,1,0,0
9249,3311,3,2,1,0,1,0,0
9251,3312,3,2,1,0,1,0,0
9253,3313,3,1,0,1,1,0,0
9255,3314,3,1,2,0,0,0,0
9257,3315,2,2,1,0,1,0,0
9259,3316,2,2,1,0,1,0,0
9261,3317,3,2,1,0,3,0,0
9265,3318,2,2,0,0,2,0,0
9267,3319,3,2,0,1,2,0,0
9270,3320,3,2,0,1,1,0,0
9272,3321,3,1,0,1,1,0,0
9274,3322,2,1,0,2,1,0,0
9277,3323,2,1,0,2,1,0,0
9280,3324,2,2,0,1,2,0,0
9283,3325,2,2,1,0,1,0,0
9285,3326,1,1,0,1,1,0,0
9287,3327,2,2,1,0,1,0,0
9289,3328,1,1,0,1,1,0,0
9291,3329,3,1,0,1,1,0,0
9293,3330,3,2,0,1,2,0,0
9296,3331,2,2,1,0,1,0,0
9298,3332,3,2,0,1,2,0,0
9301,3333,3,1,0,1,1,0,0
9303,3334,3,1,0,1,2,0,0
9306,3335,1,2,1,0,2,0,0
9309,3336,2,1,1,0,1,0,0
9311,3337,3,2,0,1,2,0,0
9314,3338,3,1,1,0,1,0,0
9316,3339,2,2,0,1,2,0,0
9319,3340,3,2,0,1,1,0,0
9321,3341,3,2,0,1,3,0,0
9325,3342,3,2,1,0,1,0,0
9327,3343,3,2,0,1,2,0,0
9330,3344,3,3,0,1,3,0,0
9334,3345,3,2,1,0,2,0,0
9337,3346,3,2,0,1,2,0,0
9340,3347,3,1,0,1,1,0,0
9342,3348,2,2,1,0,3,0,0
9346,3349,3,2,0,1,2,0,0
9349,3350,2,2,0,1,2,1,0
9352,3351,2,2,0,1,2,0,0
9355,3352,3,2,0,1,2,0,0
9358,3353,3,2,0,1,3,0,0
9362,3354,3,1,1,0,1,0,0
9364,3355,3,4,1,0,0,0,1
9365,3356,3,2,0,1,2,0,0
9368,3357,3,3,0,1,3,1,0
9372,3358,3,3,0,1,2,0,1
9375,3359,3,2,0,1,1,0,0
9377,3360,3,2,0,1,2,0,0
9380,3361,1,1,0,1,1,0,0
9382,3362,3,2,1,1,1,0,0
9385,3363,2,2,0,1,1,0,0
9387,3364,2,2,0,1,1,0,0
9389,3365,2,3,0,1,1,0,0
9391,3366,2,1,0,2,1,0,0
9394,3367,3,2,1,0,1,0,0
9396,3368,3,3,1,1,1,0,0
9399,3369,3,2,1,0,1,0,0
9401,3370,2,1,1,0,4,0,0
9406,3371,3,2,0,1,1,0,0
9408,3372,3,1,1,1,1,0,0
9411,3373,3,2,0,1,1,0,0
9413,3374,3,2,0,1,2,0,0
9416,3375,3,1,1,0,3,0,0
9420,3376,3,3,1,0,2,0,0
9423,3377,3,3,1,0,2,0,0
9426,3378,2,1,1,0,1,0,0
9428,3379,2,1,1,0,3,0,0
9432,3380,1,1,0,0,2,0,0
9434,3381,2,2,1,0,2,0,0
9437,3382,2,2,0,1,1,0,0
9439,3383,2,2,1,0,2,0,0
9442,3384,1,1,1,0,1,0,0
9444,3385,2,2,0,1,1,0,0
9446,3386,3,1,1,0,1,0,0
9448,3387,3,1,0,1,1,0,0
9450,3388,3,2,0,1,1,0,0
9452,3389,2,1,1,0,1,0,0
9454,3390,2,1,0,1,1,0,0
9456,3391,2,1,0,1,1,0,0
9458,3392,2,1,0,2,0,0,0
9460,3393,3,1,1,0,1,0,0
9462,3394,2,2,0,1,1,0,0
9464,3395,2,2,0,1,2,0,0
9467,3396,2,1,1,0,1,0,0
9469,3397,1,1,0,1,1,0,0
9471,3398,2,3,0,2,1,0,0
9474,3399,1,2,0,1,1,0,0
9476,3400,3,2,1,0,1,0,0
9478,3401,3,2,0,1,1,0,0
9480,3402,3,2,0,2,1,0,0
9483,3403,3,3,1,1,1,0,0
9486,3404,2,2,1,0,1,0,0
9488,3405,3,2,0,1,2,0,0
9491,3406,3,3,1,1,2,0,0
9495,3407,1,2,1,0,1,0,0
9497,3408,1,1,1,0,1,0,0
9499,3409,2,2,0,2,0,0,0
9501,3410,1,2,0,1,1,0,0
9503,3411,2,2,0,1,1,0,0
9505,3412,1,2,0,1,1,0,0
9507,3413,2,3,0,1,1,0,0
9509,3414,2,2,0,1,2,0,0
9512,3415,1,3,0,1,4,0,0
9517,3416,1,2,0,1,1,0,0
9519,3417,3,2,0,1,3,0,0
9523,3418,2,2,0,1,2,0,0
9526,3419,3,2,0,1,3,0,0
9530,3420,2,2,0,1,1,0,0
